nIndex,Title,Category,State,Love,Series,SeriesN,Warrant,Link,Introduction,aIndex,pIndex
951,帶刺薔薇,愛情,完結,0,0,0,,https://mojoin.com/novels/808,"曾經相信真愛，卻被傷得遍體鱗傷。
也許有人可以仍然無所畏懼地去愛，但並非所有人都如此堅強。

梨花隱藏自己的脆弱，冷眼看著這些自來獻殷情的男人，就等著他們露出真面目的時候再一舉狠狠擊潰。
也因此，她在男人眼中彷彿一朵嬌豔欲滴，卻又渾身是刺的薔薇，想一親芳澤，卻又害怕被刺傷，梨花也樂得輕鬆，雖然她也很喜歡擊潰壞男人時的那種成就感。
但彷彿惡作劇般，有個人癡心守候著，怎樣都趕不走……

梨花會淪陷嗎？
這次，是真愛嗎？又或者是更高端的渣男呢？",548,3
952,古埃及王的祝福,愛情,完結,10,0,0,,https://mojoin.com/novels/1101,"沒錯！！這是穿越！ 來到這裡她只能先想辦法求得免死。
低調！低調！再低調！ 無論如何，艾莉亞只想趕快回到現代啊！ * * * 一塊古埃及的刻寫板改變了艾莉亞的命運， 不認命，不放棄的她，試圖重新拿回自己人生的主導權 但偏偏老天似乎特別愛捉弄她，總是……

（她是我的，只能屬於我。）埃及王看著台下的艾莉亞，心中湧起一股強烈的慾望。

就在此時，艾莉亞也正目不轉睛的盯著台上的埃及王，只不過心裡想的卻是……
這位仁兄，您到底是哪位啊？",547,6
953,親愛的，讓我借住幾晚吧？,愛情,完結,363,0,0,,https://mojoin.com/novels/1054,"✦日常✦BG✦HE✦喜劇

✦封面繪師：唯莎

17歲準考生張曼楠在家門前晴天霹靂。
她那對愛環遊世界的笨蛋爸媽，
一通越洋電話過來，送給她一個天降系遠房表弟！
眼前金髮碧眼的依伙怎麼看怎麼有問題，
她只好到戶政事務所調資料戳破謊言，
這才發現，跑到家裡蹭吃增的根本不是人，而是如假包換的吸血鬼啊！
哼，管他是吸血鬼還吸血蟲，在她的地盤上就要聽她的！
首先就從『生活公約』開始……

",314,6
954,戀愛依存大小姐的一百種撩哥術,愛情,完結,623,0,0,,https://mojoin.com/novels/892,"希望平平淡淡平平凡凡過一生的帥哥警草 x 重度戀愛依存症的妖精千金大小姐
視言情小說為人生寶典的千金大小姐－曼莎莎，遇上只渴望平凡的超級務實派警察－高綱
當曼莎莎抱著她如金字塔一般雄偉的戀愛寶典，思索著如何將眼前的帥哥警草把到手的同時，高綱只能默默地躲在警局

瑟瑟發抖的喊一句：「求放過QQ」
一場仙女追逐凡人，妳追我跑、妳再追我再跑的戀愛喜劇即將拉開序幕！",82,6
955,堤門諾斯,愛情,完結,0,0,0,,https://mojoin.com/novels/597,"這是一個女主一直想把男主燉湯喝的故事。
被邪魔士兵嘲笑後，才驚覺原來我手中的生物是魚！
書上說，多吃魚對身體好。
我一定要把這條魚帶回去給弟弟燉湯喝！
寸草不生的堤門諾斯大陸，被世界遺忘唾棄的人族之後，順手撿了路邊的「食材」想給重病的弟弟補補身子，沒想到就此攤上了自己的命定……
------------------------------------------------
謝謝大家來看我廢話廢話～
有任何感想或指教都歡迎留言給我喔～
你們的留言是我最大的動力︿︿
FB粉專：竟然",363,6
956,這一次，我會好好喜歡你,愛情,完結,0,0,0,,https://mojoin.com/novels/570,"「可以請你，和我約會嗎？」

名為春咲的美少女突然出現在眼前，向身為大一新生的我、凌勝和，提出了約會邀請，並且馬上展開了初次見面的兩人之旅！？
可愛的外貌、充滿活力的朝氣，以及那令人無以名狀的怪異行徑，春咲就像一台特快列車般拉著我飛馳，帶我衝進了『她』以及『他們』的過往，為這個充斥蟬鳴和汗水的夏天，增添了一絲荒謬和青春的氣息……",480,6
957,躍蓬萊,愛情,完結,0,0,0,,https://mojoin.com/novels/296,"仙人弟子楚咲，奉命下凡尋找被盜走的至寶，意外邂逅了體弱多病的皇子藍禎。
而人世間的形形色色，也喚醒她心中最沉痛的記憶。
最終，這一切的一切，都將決定她要繼續留在仙界，還是就此成為一個凡人……",118,6
958,星黑戀影,愛情,完結,2,0,0,,https://mojoin.com/novels/189,"【2009-2012年作品】 故事成份：愛情、殺手、懸疑 * * * 「我要讓你的那個預言，成為你第一個失敗的預言， 　我絕不會讓彥和我的悲劇再次發生在我們的後代身上。」

星亞依，星氏家族唯一的繼承人，擁有眾人稱羨的頭腦與美貌， 卻深不知在那張甜美微笑底下的她，是位冷酷絕情的殺手。
她原以為自己不會再信任任何人，直到一次任務，加入了學校的偵探社， 認識了他們，她第一次試著去相信一個人， 甚至在心中發誓無論如何都要保護這份真摯的感情…… 然而到頭來卻發現，一切都不過是一場空……
同時，也才明白了父親的那一句，真正意思。 不是家規，也不是命令，而是──
告誡。

──可以愛人，卻不能完全信任人。",239,6
959,羽落北辰,愛情,完結,0,0,0,,https://mojoin.com/novels/21,"【2012網遊原創故事】
以北都為舞台，說一個有笑有淚的甜寵網遊故事。
主CP：腹黑狐狸 X 吃貨貓兒
副CP：狼性幫主 X 御姐副幫、忠犬男神 X 高冷青梅
* * *
封面製作：秣梣

文案： 血誓，歃血為盟，兄弟為命。 在快意江湖online這款線上遊戲，血誓幫派裡個個都是PK榜上高手，只有一個對外是不管人不管事也不管PK的三不管副幫，洛羽熙在PK場上沒沒無聞，卻偏偏是江湖中眾多幫派爭相挖角的當紅炸子雞。
對於這些挖角人士，她原本是當耳邊風聽聽就算了，怎料自家幫會裡的另一副幫，擁有遊戲中超高人氣的大神北辰旭在天下來了一次霸道強悍的真情告白，同時又扯出另一個對她死纏爛打的女人，更是在幫會大家現實見面後發現一個多年未見，現在想甩卻甩不掉的人。
GOD！她的桃花債是可以再多一點、再爛一點啊！
都說一個腐女可以帶壞另一個女人，而兩個腐女則可以帶歪一個男人……
他們幫裡的腐女可不是一個兩個而已，是一整個團的，而且，還是整個遊戲伺服器赫赫有名，瞧！這下就有人歪了，就算她在遊戲裡玩的是男角依然對她深情無悔。

某狐狸的心聲：
如果妳只對走進妳心裡的人綻開真誠笑靨，那我，不只要走進妳的視線，更要走入妳的生命，一輩子，不放手。",343,6
960,絕色靈音師,愛情,完結,110,0,0,,https://mojoin.com/novels/3820,"【雙強+1v1+全新玄幻等級+扮豬吃虎超反轉打臉！ 】
「強者穿越還能被一群弱雞給害了不成？」
慕大佬一朝穿越，先是手筋被挑，識海被挖。
原身魂飛魄滅，靈音之凰降世，隻手定乾坤！
靈音起，萬獸臣服，醫毒無雙，萬物可破！
臉上那醜陋的疤痕更是讓她扮豬吃虎，一路打臉啪啪！
不小心招惹上的大美人帝音大人寵她至極……總之是要什麼給什麼，就喜歡她這種醜的。
慕大佬也不敢問也不敢說，只好跟在帝音大人身邊當個需要保護的女孩子。 
熟知內情的：……我嘔！",472,4
961,如果社恐，就去夾娃娃吧,BL耽美,連載,2446,0,0,,https://mojoin.com/novels/3794,"「廖隆基，我可以跟你打個賭嗎？」
「要賭什麼？錢嗎？」
「賭你的人。如果我贏了比賽，就請你跟我正式交往。」

廖隆基自小混跡電子遊戲場，
因夾娃娃技術高超，被一眾夥伴稱為「爪皇」，
而丁爺開設的娃機店，則是廖隆基與夥伴們的聚集地。

五年前，廖隆基為了當時的男友，拋下一切去到另一座城市，
五年後回來卻人事已非、夥伴四散，丁爺的娃機店更面臨生存危機，
不僅生意冷清，房東孔一色還因看不起娃機店而不願續租。

為了留住丁爺的娃機店，廖隆基重新聚集過去的夥伴，
共同參加機台大賽，企圖奪得冠軍獎金一百萬。

目睹廖隆基隊伍通過初賽的艱辛過程後，
或許是熱血被激起，或許是被廖隆基眼底那道不肯熄滅的光所吸引，
孔一色改變了心意同意續租，但有兩個條件——
一是贏得比賽，二是讓身為夾娃娃菜雞的他也加入比賽隊伍……",145,9
962,深眠,BL耽美,連載,6157,0,0,,https://mojoin.com/novels/3763,"──總有一個人，會讓你變得完整。

謝雲濤的體內住著許多不同的人格，
每當世間的惡意加諸於他，便會有某個人格代替他去承受那些苦痛，
但也令他的記憶出現無法填補的空白，難以正常生活，
他並不想這樣活著。
 
醫院院方宣稱可以透過催眠，為他整合所有人格。
而謝雲濤以為，催眠師蘇新和過去試圖治療他的那些人一樣，不可能拯救他，
沒想到，蘇新卻慢慢將他破碎的靈魂拼湊了起來……",210,9
963,寵物關係,BL耽美,連載,20698,0,0,,https://mojoin.com/novels/3734,"夢想被奪走，唯一的親人也逝世了，
沈星燭日日沉溺在酒精中，如行屍走肉般地活著。

 
某個夜晚，酩酊大醉的他，來到海邊想結束自己的生命。
隔天他卻在陌生的房間裡醒來，渾身赤裸，
脖子上多了一只黑色項圈，身邊圍繞著各種寵物玩具。

 
禁錮他的男人居高臨下地望著他，笑得溫柔而殘酷──
「反正你都不要了，這條命就給我吧。」
從這一天開始，他連選擇自己生死的權利都失去了。",263,9
964,偷偷養,BL耽美,連載,25314,0,0,,https://mojoin.com/novels/3709,"萌萌絕美海怪攻 x 高冷黑道小少爺受
#BL #戀人養成 #現代輕奇幻 #犯罪懸疑

夏迎安是父親偷偷養在外面的私生子，
而海怪黎澈，則是夏迎安偷偷養在家裡的尋人工具。

被迫成為別人的祕密是什麼感覺，夏迎安再清楚不過了，
但他別無選擇，他需要黎澈的異能，替他從茫茫大海中找回心上人的屍身。

化為人形的黎澈，容貌絕美，性格懵懂天真，處處笨拙地討好夏迎安。
黎澈觸動了夏迎安心底最柔軟的一塊，漸漸無法只把黎澈視為工具，
然而，黎澈之所以來到夏迎安身邊，其實另有所圖……",140,9
965,叛逆玩家,BL耽美,連載,423657,0,0,,https://mojoin.com/novels/3279,"《叛逆玩家01》實體書已由魔豆文化出版 💕
各位小冰棍趕快入手吧🧊

♠︎
都市傳說瘋狗攻 × 盛世美顏反差受

如果王位只能有一座，那必須是我的。

林慕突破了「十層地獄遊戲」的第一層關卡， 而緊隨著開啟的第二層關卡，場景換成了校園。
在這個校園，成績攸關生命，若未能及格被逐出校門就會死亡。 同時，每個人所持有的撲克牌都重新洗牌， 意外的是，「頑皮兔」李真拿到了低階撲克牌，能力再強也將受限， 其他獲得高階牌的玩家無不因此蠢蠢欲動，林慕卻隱隱感覺，事情沒那麼簡單……

「慕慕，你一點都不擔心我嗎？」
「擔心？你還需要人擔心？」
「不擔心的話，可是會吃大虧唷。」",250,9
966,無瞳之眼02,BL耽美,完結,195,60,2,,https://mojoin.com/novels/3796,"懸案的迷霧籠罩著黑暗

正義小警察╳神祕大作家──高潮迭起的懸疑篇章再掀波瀾──

徐遙記憶中的惡夢，讓越來越多線索串聯成線。彷彿有一雙看不見的手，正殘酷操縱著眾人心中名為「罪惡」的野獸。
而在探詢真相的過程中，李秩也逐漸發現，自己似乎對徐遙產生了一種莫名的悸動……

惡魔在暗處不斷低語，在那些失去瞳孔的眼睛之中，究竟還藏著什麼無法傾訴的怨與恨？",304,2
967,我從遊戲中喚醒的魔王是廢柴1：新任務：美麗魔境,BL耽美,完結,47,0,0,,https://mojoin.com/novels/3786,"暢銷人氣腐系作家子陽╳超人氣繪師白夜BYA聯手出擊！
這個遊戲有毛病！不僅劇情黑白來，隊友還說我是毀滅現實世界的大魔王？？

遊戲代號「旺柴」的新手冒險者少年有一天收到工會來信，邀請他解開「吸血鬼王誘拐青年入後宮」之謎。他接下了救出青年的任務，但沒想到「副本劇情」全亂了套！任務信上的「青年」變成小男孩，原本應該是拯救對象的青年還變成了吸血鬼王？？——這遊戲有什麼毛病？說好的柔弱青年呢？

千均一髮之際，一位代號「夜鷹」的神祕美男救了旺柴！兩人的友情指數因此升高，隔天一起接下了一個任務副本。闖關副本卻意外失敗，夜鷹更對旺柴說：「你這個大魔王！是你毀滅了我的世界，你要對我負責！」

旺柴：「0.0？？？」——你在開我玩笑嗎，我只是一個小菜雞，怎麼可能會是毀滅世界的大魔王？！",58,2
968,創傷後戀愛症候群,BL耽美,完結,11,0,0,,https://mojoin.com/novels/3783,"《霸凌者的告別式》續作
帶著相同創傷一起成長的張德皓與羅世傑，是摯友，又更像是形影不離的家人
當其他人介入了這看起來堅不可摧的關係時，卻彷彿泡沫般一觸即破
愛情如果成為創傷的彌補，還是它本來的樣子嗎？

若想更了解兩位主要角色的心境，歡迎閱讀兩人高中時的前作故事《霸凌者的告別式》《霸凌者的告別式》續作
帶著相同創傷一起成長的張德皓與羅世傑，是摯友，又更像是形影不離的家人
當其他人介入了這看起來堅不可摧的關係時，卻彷彿泡沫般一觸即破
愛情如果成為創傷的彌補，還是它本來的樣子嗎？

若想更了解兩位主要角色的心境，歡迎閱讀兩人高中時的前作故事《霸凌者的告別式》",192,6
969,無瞳之眼01,BL耽美,完結,306,60,1,,https://mojoin.com/novels/3766,"暗伏的惡魔窺視著獵物

正義小警察╳神祕大作家
高潮迭起的懸疑篇章正式拉開序幕──

看見喜愛之物，人的眼睛會放大；
看見厭惡之物，則會把目光移開；
而失去生命之人，瞳孔只能不受控制地被迫接受眼前的一切……
徐遙說，這就是死不瞑目。
李秩卻說，那是死者向世界發出的最後一聲求救。

 作為足不出戶的網路小說家，
徐遙從未想過自己會成為謀殺案的主角；
身為認真負責的警察副隊長，
李秩也沒想過，有一天會和喜歡的作者一起，
被迫捲入一連串詭譎的事件之中。
 
看似意外的案件處處暗藏玄機，
當筆下的文字一一化為現實，
難道這一切，不僅僅只是巧合……？",304,2
970,天明前，為翊天之辰星,BL耽美,完結,1,0,0,,https://mojoin.com/novels/3738,"原本和睦的義兄弟卻在某一年冬天突然反目，卻很巧的在八年後上了同一間大學、選了同一個科系，成為直屬學長學弟的關係。

「呦~真是冤家路窄，施大哥怎麼在這裡罰站污染了整棟樓的空氣？一出電梯還想說這裡怎麼特別臭。」即使林天銘說話陰陽怪氣，但他是許久不見的義弟，曾是我最想呵護的對象，比起一直形同陌路把彼此當空氣，我寧可選擇這樣的鬥嘴模式。

正當施翊天想著能一直這樣相處也不賴時，林天銘卻忽然失蹤。於是施翊天和友人一起潛入林天銘被帶進的酒吧裡的地下包廂，而義弟的身世和反目的原因似乎正在漸漸明晰……。",410,6
971,初嘗禁果,BL耽美,完結,2208,0,0,,https://mojoin.com/novels/3724,"～文學星同志驕傲月特企《初嘗禁果》炙熱登場～

人氣作家昨天KiNO、洛玥淺、貓草、怒放月光
四段熾烈的初體驗，四篇酸澀微甜的青春戀章

即使知曉是禁忌，我們仍唇舌交纏、肌膚相貼，
在灼熱的吐息間，一起品嘗酸甜交雜的初夜滋味。



【BL】昨天KiNO〈初夜的滋味〉
#BL #心因性味覺喪失 #出軌

對譚世傑來說，和學長的初夜是永和豆漿的味道。
雖然纏綿的記憶早已模糊，
但完事後他們一起吃蘿蔔糕加蛋的鹹香味，卻深刻得令人難忘。

學長喜歡騎車載著他，穿梭在大街小巷踩點各種美食小吃，
一邊說著「我喜歡你吃東西的樣子」，一邊用幸福把他養胖。

所以他從沒有想過，
學長也會載著另一個人去吃宵夜、在那人的唇印下帶有食物香氣的吻。

知道這件事後，他發現自己吃不出味道了……


【BL】洛玥淺〈執愛〉
#商場 #校園 #破鏡重圓

十年前，林耀辰和沈思衍曾經相愛，
年少的他們情竇初開，愛意如火，
卻因沈父反對而被硬生生拆散。

十年後，一場商業談判讓兩人重逢，
林耀辰沉潛多年，一舉重創沈家的企業，
只為了將繼承人沈思衍引出來，
以償當年未了的執念……


【GL】貓草〈原罪〉
#GL #教會 #不被祝福的禁忌戀情

在教會裡，大家都以兄弟姊妹相稱，所以允熙總是喚她「姐姐」。
從初次參加禮拜開始，姐姐就一直陪在她身邊，
她們一起在神的注視下禱告、唱詩歌、參與教會營隊。

不知何時開始，她們也會在狹窄的祈禱室悄悄地親吻相擁，
懷著隱密又刺激的罪惡感摸索彼此的輪廓。

直到她稍微長大後才瞭解，原來她們之間的關係，
在神和父母的眼中是種讓人憐憫的罪──


【BL】怒放月光〈大余的VIP小魚兒〉
#演藝圈 #寵妻影帝攻 #乖巧萌新受 #追星追到自己成明星 #一眼萬年

身為一個影帝，余新暢從來不懼任何劇本的挑戰，
只是他萬萬沒想到，這次要接拍的竟是部耽美電影──
他可是彎的啊，這太容易露餡了！

和他共演的男孩叫樂寧，雖是他的小粉絲，面對他卻不敢造次。
余新暢帶著對方讀劇本順臺詞練走位，也練習怎麼更親密，
畢竟演情侶嘛，怎能讓這孩子繼續對他畢恭畢敬？
於是兩人從牽手、擁抱開始，練習著練習著，便不自覺地想更加靠近……

「你的手好軟。」
「所以……下一步是什麼？」
「吻你。」",147,9
972,偽娘直播中,BL耽美,完結,31461,0,0,,https://mojoin.com/novels/3673,"張文森是個頗有人氣的遊戲實況主──男扮女裝的那種。
憑藉高超打扮技巧和變聲器，他頂著「薇薇兒」這個名字瞞天過海，沒人知道他不是女孩子。
而「薇薇兒」有個叫做Ark的鐵粉，每次直播都各種抖內支持，有天張文森卻意外發現，對方居然是他的上司，段克鈞！

在張文森眼中，段克鈞就是魔鬼上司，百般折磨下屬，
但化身Ark的段克鈞十分溫柔，甚至向「薇薇兒」傾訴心事，於是張文森決定利用這點，展開改造上司大作戰！
沒想到過程中，他逐漸發現了段克鈞溫柔的一面，不知不覺越陷越深，
可是他害怕，段克鈞喜歡的，只會是女孩子模樣的他……

「你敢保證你知道我的真面目以後，會繼續喜歡我嗎？」",398,9
973,怪物結案報告,BL耽美,完結,138550,0,0,,https://mojoin.com/novels/3136,"在這個世界上，存在本身超出人類常理，
需要加以研究和看管的物種，被稱之為「怪物」。

有的怪物寄宿在人類體內，有的怪物能夠化為人形，
而楚肖體內正好就寄宿著不明的怪物。
這個怪物讓他總是飢餓不已，渴求著更多的食物，
或者是──更多他所沒能得到的，愛。

不被母親接納的楚肖，始終感到十分孤獨，
這份孤獨餵養了他體內的怪物，也令他越來越難以擺脫怪物的影響，
就在他瀕臨失控的時候，遇見了陌九生。
陌九生為他帶來了轉機，
而在一步一步接近「怪物」背後真相的同時，
這個男人也逐漸填補了他心中的空缺……

「楚肖，你討厭我嗎？」
「啊、不……也不是討厭……」
「太好了，你沒有立刻拒絕，看來我還有機會，對嗎？」",210,9
974,赤與白的米諾,BL耽美,完結,0,0,0,,https://mojoin.com/novels/3704,這是圍繞在罪孽橫行的「舊城」、青年拉岱爾與少年米諾的故事。關於夢想、現實和繫絆的故事。,41,6
975,心隨秒針下沉,BL耽美,完結,345,0,0,,https://mojoin.com/novels/3687,"藍維杉，設計學院的明日之星，個性好，長相也好。
丁致達，商學院的勤勉學生，愛恨分明，對心愛的人百般呵護。
從小一塊長大、自然而然成為戀人，但原本看似穩固的關係，卻在大學畢業之前，被一場悲劇活生生地撕成兩半。

命運不饒人，分離兩地數年之後，他們二人又被另外一樁事件拉在一起……",523,6
976,以愛為名,BL耽美,完結,27985,0,0,,https://mojoin.com/novels/3680,"專職醫療訴訟的聿律，卻接到了一樁兒童性侵案。
儘管被告葉常的供詞破綻百出，但他直覺認為葉常可能是無辜的，
於是找上同為律師的學弟紀嵐共同展開調查。

紀嵐無視外界眼光，專為性侵犯辯護，且執業三年從未嘗過敗績。
然而隨著案件調查逐漸深入，
不僅所有證據都指向葉常就是犯人，
甚至連紀嵐自己，也被迫揭開幼時難堪的過往。

那是誰都無法碰觸的黑暗祕密，
也是他始終堅持為性侵犯辯護的原因──",145,9
977,逆時才能揭曉的真相,BL耽美,完結,64,0,0,,https://mojoin.com/novels/3688,"亞雷克有著兩個身份, 白天是索爾利司學院的吊車尾, 晚上卻是葛洛司街的營銷高手~~所有的平衡,在密祕被揭曉後一一傾斜破壞,直到真相浮現",80,6
978,Adapt！,BL耽美,完結,243,0,0,,https://mojoin.com/novels/3685,"因一時興起而成的故事。
即使只是無心插柳，根苗也已經種下。
請好好呵護這些生命，也許他們將在未來開出美麗的花。",312,6
979,新科兔兒神奮發記,BL耽美,連載,47,0,0,,https://mojoin.com/novels/3672,"卷一：一朝莫名橫死，竟成了LGBT界的愛神？
卷二：兔子不發威，你當我是My Melody？",311,6
980,少司命,BL耽美,完結,111,0,0,,https://mojoin.com/novels/3674,"今日何日兮，得與王子同舟？

——源自《楚辭•九歌》的愛戀詩章。",311,6
981,貪吃鬼,BL耽美,完結,141,0,0,,https://mojoin.com/novels/3653,"鄭智仁的吃相很吸引人，薄薄小巧的唇是粉色的，一張一闔吃著，每一口都會認真咀嚼，只要他認真吃東西，四周的人都會被他吸引。

這天，他在便利商店吃東西，遇到一個男人。
男人對他說：「我喜歡你吃東西的樣子。」
鄭智仁嚇了一跳。「唔……謝謝？」
「我想看看你吃我的東西的樣子。」男人眼睛發亮，滿臉興奮道。
鄭智仁瞪大眼睛，隨即露出怒容，想甩開男人的手，「你有毛病啊！」
「吃一次三萬怎麼樣？」
「什麼？！」鄭智仁感到這實在太荒唐了。",321,3
982,王牌的他不愛看劇,BL耽美,完結,2368,0,0,,https://mojoin.com/novels/3622,"「這是一段關於四個人的職場生活、兩個人的故事。」

繪師：愛貓",364,6
983,我在便利商店撿到一隻男神,BL耽美,完結,18204,0,0,,https://mojoin.com/novels/3522,"小說X漫畫X廣播劇
跨域改編，1種故事，3重享受
漫畫這裡看>https://bean.fun/Z7xMF
廣播劇這裡聽>https://bean.fun/6PAmz
---

在便利商店上大夜班時，我在門口撿到了一隻神，是個男的。

他不僅全身光溜溜，還一副很餓的樣子蹲著發抖，就像隻可憐的大型動物（身材很好的那種）。

我只好把男神帶進店裡，用擦咖啡機的毛巾把他擦乾，拿被壓扁的麵包餵食他。
吃飽喝足後，男神說，他可以實現我一個願望。
「那你可以幫我洗咖啡機嗎？」
「嗄？」

更正前言，我撿到了一隻會洗咖啡機的男神，開心。
「所以你真正的願望到底是什麼？有很多錢？還是交女朋友？」
男神一邊洗咖啡機一邊追問，我沉默了下。
「即使是神，也沒辦法讓死去的人活過來，對吧？」
--",145,9
984,暗戀,BL耽美,完結,5508,0,0,,https://mojoin.com/novels/3603,"
我喜歡你，你呢？
對你的心是一株玫瑰，植株帶刺，烈日下卻能綻放明媚的花，奪人心魄、搖曳生姿。",461,6
985,辦公室的探戈,BL耽美,完結,1284,0,0,,https://mojoin.com/novels/3583,"一組照片，讓趙嘉澤開始注意起王章煜，這個臉上有些冷漠、身材結實的高大男人，總是不經意的透出溫柔的模樣，讓他醉心。
鬼靈精怪的兒子穿針引線，讓裹足不前的他有了親近男人的機會，他一點一點，將這男人引誘到自己身邊。

探戈最美的地方是濃烈美麗的肢體互動；
愛情最美的地方是進退和諧的情感互補。

王章煜X趙嘉澤
看一個集團董事長如何和兒子聯手將中年猛男小職員拐回家。",321,3
986,病嬌弟弟好可怕(05)遺忘的記憶與回憶起的感情(END),BL耽美,完結,130,48,5,,https://mojoin.com/novels/3391,"兄弟吵架，弟弟不肯原諒我怎麼辦？２０點求解！

兄弟之間的衝突越演越烈，和也試著要跟弟弟和好，但無心的一句話卻讓兩人的感情更加惡化，難道真的沒有辦法能夠挽回一切了嗎？

「不行啊，我把在網路上搜尋到的所有答案都試過了，但聖也就是不肯原諒我啊！」
「那試著把問題改成『情侶吵架，對方不肯原諒我怎麼辦？』看看。」
「……」",272,5
987,病嬌弟弟好可怕(04)初戀的長髮少女與生病的孿生弟弟,BL耽美,完結,36,48,4,,https://mojoin.com/novels/3390,"和也受邀協助學生會調解「天谷祭」各社團爭搶勝也的糾紛，過程中無意間與凜走得太近，點燃了聖也的熊熊妒火，兄弟之間的曖昧情感也面臨前所未見的困境……

「正因為你是我的哥哥，正因為我們是形影不離的雙胞胎，我才會喜歡上你的，所以，不要把我喜歡你的原因，當作拒絕我的理由，好嗎？」
「既然如此，那爸爸我也要使出大絕招了！其實你們兩個根本就沒有血緣關係，和也是爸爸領養的。不是親兄弟的話，聖也你就沒理由要喜歡那個壞男人了吧？」
「你在對你的小孩胡說八道些什麼啊！都已經是雙胞胎的前提下了，哪可能不是親兄弟？」
「那樣不是更好嗎？如果沒有血緣關係的話，那我和歐尼撒馬豈不就能名正言順地結婚了……（*ˇωˇ*人）」
「……原來你也知道近親是不能結婚的嗎？」",272,5
988,病嬌弟弟好可怕(03)傳遞戀情的巧克力與掌控生死的子彈,BL耽美,完結,56,48,3,,https://mojoin.com/novels/3389,"為了心愛的和也，聖也從五歲開始學習料理，想要煮出世界上最營養美味的菜餚給他吃、打理家務，好讓他能專心在自己的事業上
勤奮學習，希望未來能給他們的小孩最好的教育
一切一切只為了那人的付出，堅持了十年之久的新娘修行，想不到，原來他早就心有所屬！這種玩弄他人感情的惡劣背叛，正一步步摧毀兄弟倆的感情，走上毀滅之路……

「如果我是妹妹的話，歐尼撒馬是不是就會喜歡上我了呢……果然還是去一趟泰國吧。」
「不准去！你要到何時才能夠理解我們的血緣關係才是問題的根源啊？」
「沒錯沒錯！況且是男的話，不會懷孕罪惡感也不會這麼重……」
「九条你不要給我在旁邊火上加油！」",272,5
989,病嬌弟弟好可怕(02)賢慧滿分的手做料理與情趣加分的手銬,BL耽美,完結,91,48,2,,https://mojoin.com/novels/3388,"每到用餐時間，餐桌就會擺上一桌的美味菜肴等著我享用，午睡醒來，浴缸裡已經放好了熱水等著我去洗，洗好澡一出來，立刻就能吃到熱騰騰的晚餐。
不需要做任何家事，茶來伸手飯來張口，這樣備受尊寵的生活，舒適得讓我產生入住五星級飯店的錯覺，直到隔天早上，我才猛然想起——
家裡的網路被切斷、手機通訊錄的號碼也被刪光、我房間的門鎖甚至還在弟弟身上。昨天的我，被斷絕了一切與外界的連結，簡直和被監禁沒兩樣。
天啊我這個超級大白痴！快點給我從弟弟的廢人養成計劃中清醒過來啊！

「雖然是男的，但和也你真的不考慮把你弟給收服了嗎？」

「到底要我說多少次你們才會明白啊？性別不是應該被妥協的部分！血緣才是不能跨越的界線啊！」",272,5
990,病嬌弟弟好可怕(01)飽含愛意的圍巾與承滿殺意的美工刀,BL耽美,完結,810,48,1,,https://mojoin.com/novels/3387,"黑澤和也本來以為雙胞胎弟弟聖也只是喜歡黏著自己而已，
但隨著弟弟表達愛意的方式越來越過激失控，他才察覺到，
那種要把他的一切全部占為己有、讓他的眼中永遠只能注視著自己的強大獨佔欲，其實是……

「是讓人撲通撲通心跳加速的愛情喔！」

「這是哪門子的吊橋效應啊？而且從兄弟關係起點的愛情也很不妙吧！」",272,5
991,異星天使，用愛馴服(06)自由之翼(END),BL耽美,完結,28,52,6,,https://mojoin.com/novels/3300,"「我想要自由與真相，我希望正義得以伸張，但我知道它們得來不易──
因為除非我完成復仇，否則，綠星上才不會有什麼自由與真相！」

普希拉回來了，他以復仇天使之姿，帶來恐懼與殺戮。
尼葉里、伊綱和謝林被以違反戰爭法入獄，德拉維茲家的軍團潰敗，
綠星風雲變色，葛利路也在一夕之間失去家人；改變到底是好是壞？

葛利路將父親、妹妹、傭人和母親的兩隻寵物接到自己家裡躲避戰亂，
但當他再度回到自己小時候生長的高塔，家園變得殘破不堪。
他將全家福的照片收進胸前口袋，他終於站出來反抗……",58,5
992,異星天使，用愛馴服(05)謊言真相,BL耽美,完結,8,52,5,,https://mojoin.com/novels/3299,"「你是母星上的驕傲，你是走在一切正確道路下的男人，
葛利路．凡．格利斯，你是天生的戰鬥天使，
但你不能被馴服，或被愛。」

葛利路坐在舒適的房間裡，對著鏡頭向綠星上的公民做出聲明，
拉依奴在躲避從天上掉下來的炸彈；
他們曾經是一起飛來飛去的青梅竹馬，如今已經回不去當年的模樣。

高塔上的秩序恢復了，壞地卻變得滿目瘡痍，
沈書枋駭然得知，綠星人居然對自己的星球使用禁忌的武器？

雷蒙救起拉依奴後，透露出自己的過去，
但拉依奴沒有想要成為雷蒙口中的自由與真相，
他才剛知道自己的母親是誰，卻又在同一天失去了親人，
他只想找個地方哭泣……",58,5
