nIndex,Title,Category,State,Love,Series,SeriesN,Warrant,Link,Introduction,aIndex,pIndex
1,第二遊戲世界 第二部：無限樹海,奇幻科幻,完結,351440,0,0,,https://mojoin.com/novels/3700,"──能使人們奉獻出一生的，只有他們所虔誠信仰的事物。

原以為成功破關就能返回現實世界，不料倖存下來的玩家們卻被迫參與新的遊戲。
一夜之間，我和以璇等人便被轉移至文明徹底崩毀的臺北，放眼望去周遭盡是茂密樹海，並出現十二座高塔與被高塔圍繞的世界樹，塔內是玩家們唯一安全的棲身之所，卻不時會有敵兵來襲。

面對強大的遠古巨獸、無情的機械士兵，所有人必須利用自身擁有的一切守住高塔。
為了生存、為了延續微弱的希望，我們不得不再次面對神所給予的殘酷試煉……",173,9
2,雙馬尾幼女抱著大腿求我穿越這能不答應嗎？,奇幻科幻,完結,6861,0,0,,https://mojoin.com/novels/2350,"在中了十億樂透的下一秒穿越到異世界是什麼概念？
「搞什麼鬼？讓我回去啊啊啊！！！」
前略，高中生周璟穿越了。
「恭、恭喜你，你成功穿越了……」
出現在周璟面前的，是身為【幸福之神】的幼女「神蘿」。
她的工作是隨機把人傳送到各個異世界裡、拯救那些瀕臨毀滅的世界。
然而不知道為什麼，那些穿越者總是活不了多久，
不是被龍吞掉、被圍起來燒燬，就是因為摸到軟綿綿的胸部而被淨化消失（？）。
秉持著不能揮霍十億至少也要摸到一次、咳，也要拯救人命的精神，
周璟就此展開了跨越時空的異世界巡遊之旅──原本應該是這樣。
沒想到會在第一個世界就被絕世美女撲倒！而且美女還是貴妃！
這難道就是所謂的給皇上戴綠帽？
周璟的人生就到此為止了嗎？",313,9
3,原子少年──在星芒綻放之前,奇幻科幻,完結,5721,0,0,,https://mojoin.com/novels/3020,"在遙遠的某個宇宙中，太陽系的八大行星各自發展出了獨特文明，居民們都過著安穩的生活。
然而有天，各大行星由於不明原因遭到「黑暗物質」侵襲，受感染的生物都逐漸失控，唯獨有一群能不受黑暗物質影響的少年，成為了眾人的希望，而這群少年就被稱之為──「原子少年」。

為了創造出能夠消滅黑暗物質的「永恆物質」，分別來自八大行星的少年們，受到宇宙聯盟召集進行訓練，同時也將進行各項任務，在訓練及任務中的表現，都將影響他們獲取永恆物質的數量。

由於想替自己的星球爭取更多永恆物質，少年們各自懷抱心思，是該將彼此視為競爭對手，還是合作夥伴？而身負使命的他們，也擁有著各自的夢想，以及迷惘。在他們的光芒綻放之前，所要面臨的挑戰才剛剛開始……",224,9
4,《周處除三害》電影番外小說：我的87多重人生,奇幻科幻,完結,4782,0,0,,https://mojoin.com/novels/3650,"電影《周處除三害》獨家授權番外小說
在酣暢淋漓的觀影體驗之後，藉由小說一窺陳桂林的內心世界，滿足你更多的想像！

遭到槍決後，陳桂林迎來了閻王的審判，結果卻被宣告得投胎當一隻鵪鶉！？
陳桂林不願意，再怎麼說他都是全臺最出名的通緝犯了，怎能淪落至此？

在押送途中，他注意到長廊兩旁有許多扇門，於是溜進了其中一扇門，不料卻落入一處奇異空間，先是被戴著豬頭頭套的殺人魔追殺，還遇見一個個長得和自己一模一樣的「陳桂林」們──不過也不能說一模一樣，那些陳桂林，有的比他白胖、有的少了一隻眼睛，有的甚至才只有十歲……

從那些陳桂林的口中，他拼湊出自己本來可能擁有的其他人生……",174,9
5,關閉太陽,奇幻科幻,完結,377,0,0,血肉果汁機,https://mojoin.com/novels/3656,"血肉果汁機人氣歌曲改編小說 ‧2023《看你聽的》音樂X漫畫X小說跨域特企作品

因為母親是天才科學家，他從小在人類語言模型「勒托」的教育下長大，
在母親過世後，他接手對於勒托的訓練。
和母親一樣，他深信只要能複製人類的語言思維，終有一天可以複製人類，
然而這份信念卻在遇到「她」之後破滅。

她既不瞭解他母親的偉大，也不懂勒托對人類的意義，
甚至沒有發現與她通信多年的並不是他，而是勒托複製的他。
他本來應該為此感到高興，勒托成功複製了他的語言思維，
然而，他卻產生了一種奇妙的挫敗感……",511,9
6,神與畜,奇幻科幻,完結,698,0,0,,https://mojoin.com/novels/3681,二十二世紀，為了打破「紅心傑克」的宿命，李晴煬加入名為「神與畜」的組織。作為《愛麗絲夢遊仙境》後代，他們不是童話故事的英雄，而是早已被安排的羔羊。,261,6
7,一擊會心‧加杜克！,奇幻科幻,完結,18,0,0,,https://mojoin.com/novels/3678,"傳統感覺的機器人故事，以幽默的小說形式登場！？
面對巨大的野望，僅一隊的游擊軍，為正義而勇敢的挺身而出！",90,6
8,身為主角當然要拯救惡役！,奇幻科幻,完結,1568,0,0,,https://mojoin.com/novels/3678,"傳統感覺的機器人故事，以幽默的小說形式登場！？
面對巨大的野望，僅一隊的游擊軍，為正義而勇敢的挺身而出！",16,6
9,沒魔法資質的我在異世界靠科技成為救世主,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/3690,"台灣護國神山用的矽晶圓，切割前的矽晶柱，竟是最好的魔石？誰說台灣沒有硬科幻小說，這就是了。
主角雖然開外掛，但不是萬中選一、沒有血脈加持、並非神明賠償、不搞臥薪嘗膽、沒有莫名奇妙的幸運、不玩生死徘徊後覺醒…那他如何開掛、在異世界當上救世主？憑著他靠科學知識鑽了魔法規則的漏洞，並依此召喚出大量的科學家、學者、工程師、技師、現代軍隊，建立出他的專屬團隊…是的，簡單來說，這不但是一部轉生穿越龍傲天作，還是一部微硬科幻小說。",341,6
10,在劍與魔法的世界要怎麼玩Minecraft！？(轉生當個創世神),奇幻科幻,完結,120,0,0,,https://mojoin.com/novels/648,一個熱愛「我的世界」遊戲的玩家，在一場離奇意外中失去了意識，當他醒過來的時候卻發現自己以「我的世界玩家」的身份轉生到了一個充斥著魔法與怪物的世界。在無法使用魔法的狀態下，他利用「我的世界玩家」的能力在這片未知的土地上展開了生存。,215,6
11,無機質研究員觀察日記,奇幻科幻,完結,6,0,0,,https://mojoin.com/novels/3676,任性、跋扈、難以溝通──這是邵海對上司蘇唐的第一印象。但直到後來，他才發覺，屬於第三研究院和蘇唐的「真相」，唯有願意追尋並相信的人，才能看見。,515,6
12,被女神寵愛的最終反派,奇幻科幻,完結,22,0,0,,https://mojoin.com/novels/562,"凱旋的歌聲響起，在黑夜之中、在暴風雪之中，眾人高呼魔女已死！白髮紅眼還有蒼白的皮膚，那是聖書裡惡魔的外貌。
那是我的樣貌……

我和我的父母長的完全不一樣，他們都說我是惡魔的化身，北境的魔女。
我以為只要我表現出我的力量，展現出我的能力，就能獲得他們的認同，他們就不會因為我的外貌而討厭我。
可是每當我完成常人辦不到的事，帶給他們的只有更深的恐懼。

我累了……
我不想再追逐他人的關愛了。

或許就這樣被當成魔女，被當成反派殺死對我才是最好的。
可是當我的頭顱被斬下，我並沒有死去，而是回到我剛出生的那一刻。
因為我雖然被所有人討厭，被所有人視為惡魔。

但我倍受女神的寵愛。",123,6
13,反方向攻略史上最大的地下城(01)奧爾菲雅絲的大迷宮,奇幻科幻,完結,8435,12,1,,https://mojoin.com/novels/2849,"原本應該被魔法召喚到異世界成為勇者，
卻因為陰錯陽差與種種意外而在異世界轉生成為小嬰兒。
考慮到自己保留了前世的記憶，姑且沒有問題吧？
這麼想完才發現自己竟然身處於史上最大的地下城深處，
究竟是怎麼一回事啊！",173,5
14,黎明騎士團三部曲《假面騎士：恐怖玩笑Kamen Rider: The Thrilling Joke》,奇幻科幻,完結,6,0,0,,https://mojoin.com/novels/3694,"「如果有一天我變壞了，不要怪我，因為我曾經好過，你們沒有珍惜。」
超級英雄拯救世界，人們習以為常；但當英雄們落難，誰又能來拯救他們？
一名身兼見習變裝英雄的高中生，在學校舉辦盛大耶誕舞會前夕遭到襲擊並被囚禁在自己的秘密基地裡，也就是深埋在學校地下的古老地道，為了活命，他必須想辦法密室逃脫並且直面最終的真相...
等等，如果我說這是勵志小說，有人會信嗎？",526,6
15,穿越到Zombie滿滿的世界就算了等級還是0,奇幻科幻,完結,749,0,0,,https://mojoin.com/novels/508,✦殭屍末日穿越冒險輕科幻 ✦髒話有、台語微量、女主台中人,314,6
16,虛空的分岔路,奇幻科幻,完結,1047,0,0,,https://mojoin.com/novels/3696,"愛與恨為何物？
黑暗與光明能否並存？
無形的虛空，將威爾森、賦晌影、席娜．霍華德三人的命運緊緊牽纏。",200,6
17,銜尾：飄茵落溷的群星,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/3693,"《銜尾》系列第一集
起源於神奈川縣的，一個故事。",425,6
18,界外之寰,奇幻科幻,完結,300,0,0,,https://mojoin.com/novels/3689,世界上有人擁有特殊的能力，能使用凡人無法掌握的力量，因此人們稱其為異能者，而他們身處於人群之中。人類為了研究異能的知識，使用各種方法，令他們置身於危難之間，因此他們成立組織以守護他們的世界，它的名字叫做虹。,517,6
19,在異世界？的那些事,奇幻科幻,完結,31,0,0,,https://mojoin.com/novels/3717,常睦民穿越到了滿是獸人的異世界？來這兒不拯救世界，不打魔王，而是來幫忙收集素材，拯救一名大叔而已！,481,6
20,海潮迴聲,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/3691,"「黎恩牧師，請妳告訴我......神，真的聽得見我的聲音嗎？」
「愛里......不要再鬧了。」
「為什麼，不回到大海裡來？愛里？」
「愛里。妳屬於大海。」
「潮汐會撫平妳的病痛、海流會治癒妳的靈魂。」
「愛里，妳屬於這裡。」",11,6
21,第一次養魔神仔就上手,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/462,"你相信有魔神仔嗎？
你認為魔神仔是什麼樣子呢？
紅衣小女孩，還是玉山小飛俠？
如果遇到魔神仔，對方又是個激萌的小正太，單兵該如何處理？

廢宅少女游虹翼無意間撿到正太魔神仔「噹噹」，不得已只好擔起「魔神仔保姆」的重責大任。
問題是，身為以誘騙人類為專長的魔神仔，噹噹拐人的技術簡直爛得令人髮指！

於是虹翼除了照顧噹噹的飲食起居，還得負責教他騙人。
而最高明的騙術當然就是——賣萌啦！
結果學生學得太好，賣萌賣得太上手，連監護人虹翼都快受不了惹……",14,6
22,雙子小搗蛋2&貓耳大姊姊,奇幻科幻,完結,0,83,2,,https://mojoin.com/novels/3668,暑假來了！即將升小五的雙子－璐和艾－前往法納屋商會進行人生首次的見習，且將面臨震撼教育！職場不比學校，宿舍不同於家中，面對各種艱難的處境，她們能否順利度過難關呢？,418,6
23,轉生成為勇者和魔王的老師到底要如何迴避世界末日？,奇幻科幻,完結,761,0,0,,https://mojoin.com/novels/2316,"從小開始教魔王和勇者是什麼感覺呢？
穿越到養成遊戲成為家庭教師的賈桂琳表示：壓力超絕爆炸！
原以為知道遊戲劇情的自己可以無往不利、輕鬆攻略魔王和勇者，結果這世界的時間點比遊戲提早了十年、根本沒用啊！
為了阻止他們在十年後決裂，迴避世界被魔王毀滅的命運，
她必須一邊當兩人的老師、一邊引導遊戲走向「真相路線」，找到這個世界的「神明」。
然而看著腳邊喊著「傑姬老師～」的正太勇者和魔王，她頓時猶豫了起來……
那個，可以先抱緊處理嗎？",349,9
24,魔王的生命是用來消耗勇者的存檔次數嗎？,奇幻科幻,完結,630,0,0,,https://mojoin.com/novels/3273,"這是一個不公平的世界！
「為什麼連世界都在幫他開掛？」

身為全世界最強最有錢的魔物之王「薩塔利安」，沒什麼好憂鬱的，除了一個——他預見了自己被勇者殺死的Dead End。
做為領先時代的傑出魔王，他當然不可能坐以待斃。
趁著勇者Lv 1，趕緊欺負弱小，一刀解決後患。
然而沒想到，勇者死後——
世界居然重啟了！

憑什麼勇者拔劍相向就叫「正義」？
為什麼魔王坐下來好好談談就叫「陰謀」？

沒錯，這是一個不公平的世界！
所以魔王靠著財力、實力與魅力玩弄勇者的身心，也是理所當然的！",399,5
25,末世風華(01)重生後的末世,奇幻科幻,完結,306,23,1,,https://mojoin.com/novels/2938,"擁有治療異能的徐婕，因為治療能力不高，即使身為異能者，日子也同樣過得很艱辛。
在一場為了人類生存而戰的戰役中，眼看著人類這方就要落敗，徐婕挺身而出，拉著蟲皇陪葬。
自爆後，竟然讓她回到末世來臨前，也因這場重生，她多了強悍的新異能，憑著她對末世的了解，這一世，她肯定會過得衣食無缺，當一個幸福快樂、悠哉悠哉的後勤人員……
嗯，這是她的目標，也是一直追求的夢想，至於會不會實現……
一切都是個謎！",502,5
26,魔法之道,奇幻科幻,完結,20,0,0,,https://mojoin.com/novels/1072,"道，是什麼？

一個連自己都不知道自己沒有過去記憶的人，飽嚐了痛失親人自己無力阻止的痛苦，決定將自己的心封閉，永遠沉睡。
在命運的殘酷下，這條本應了結的生命卻為殺害自己雙親的人所救，並賜予了他朋友、目標甚至親人，得悉一切，恩仇交錯，何去何從？

他選擇了自己的道，決定擠身這個魔法世界，不為創一番功名，只為尋求自己的快樂，自己身邊的人的快樂。
他的選擇是命運的安排，還真是他自己所想，無從得知；只能知道的是，他為了朋友能夠不惜一切，甚至是自己的性命，
審判團與魔法管理局的鬥爭，他被捲入了其中，一個分不清正邪對錯的鬥爭，一個令他能得到更多或是失去所有的鬥爭，一個……

他不想去理會審判團的正義，也不想去釐清魔法管理局的陰謀，更不想處理統治權的分裂，然而……
一切都在他決定的道之上，他為了貫徹自己所選擇之道，必須去面對一切，即使不願意也好。

因為——
道，就是依照自己所想，不顧一切。",421,3
27,遺失的情書,奇幻科幻,完結,1641,0,0,,https://mojoin.com/novels/3736,"一封封來自五十年前濃烈思念的情書憑空出現，接下來的奇幻穿越揭開了所有背後乘載的故事。

林昱丞發現租屋處每週都會有人送信，但誰也不認識信上的收件人，且寫信日期還是距今五十餘年前。他原以為是惡作劇，卻聽見古怪的聲音自信中傳來，他拆信發現竟是封染血的遺書！也在這一瞬間，他穿越到了1970年的戒嚴時代！
時代混亂讓林昱丞處處惹麻煩，還好偶遇葉婉佳相助。林昱丞漸漸被其吸引，但她卻有個生死不明的未婚夫羅泰祥。

林昱丞與葉婉佳會有怎樣的發展？羅泰祥究竟在哪？那封染血的遺書又究竟從何而來？
在這個欣欣向榮，卻暗湧不斷的時代，人們該何去何從？
原來看不見的事物，不代表並不存在。",548,8
28,是魔．非魔02 懲罰性任務,奇幻科幻,完結,15,45,2,,https://mojoin.com/novels/3697,"神月圖書館是神祭學院書籍收藏最豐，也是學院唯一一棟圖書館，可對剛進學院的倫來說，圖書館對他有著莫名的吸引力，而且一碰到圖書館，他就會出問題──
第一次他被奇怪的黑影誘引，進到圖書館中，在拿到黑晶盒的同時，手心突然出現奇怪的封塵印，更在圖書館中昏迷。
第二次因為某人的挑戰不果，進而找人包圍芙雅，引發雙方私鬥，最後險些火燒圖書館，結果被學院懲罰，丟到群龍島去找翠玉荷苞。
結果翠玉荷苞沒找到，倫倒是收了一隻「特別」的魔寵，並在魔寵的帶路下取得群龍島的控制權，這到底是怎麼回事呢？",229,5
29,身為女裝少年的我，貞操快要不保。(01)偽娘的征途,奇幻科幻,完結,131,34,1,,https://mojoin.com/novels/3214,"偽娘是變態？
噢噢不，我只是、只是……我只是有點苦衷！

文弱少年余本泱＝廢柴／靦腆系宅宅
美豔少……女（？）零＝一刀在手天下我有抖Ｓ女王

人家說歹路不可行，為什麼別人走歹路，衰尾是我？

從小因個性內向長相清秀而飽受霸凌的余本泱，換上女裝卻激發百分百本能，從廢柴變超強狩獵手。

嗯，這樣感覺也是美賣啦，能夠順利接近心中的女神更是美賣中的美賣，但有一好沒二好，出任務遇上性騷擾狂狼女軍團長夏菲兒，還意外發現軍方不可告人的黑暗內幕……

嗯，我會加油der！（哭）",55,5
30,地球之眼,奇幻科幻,完結,176,0,0,,https://mojoin.com/novels/3677,地球之眼是一部微恐怖的科幻小說，故事講述Bloody Swan對人類的研究。,5,6
31,不聽吸血鬼的話，就會被咬喔！(01)千年之後,奇幻科幻,完結,694,11,1,,https://mojoin.com/novels/2423,"老爸不小心從古墓裡挖出一個沈睡千年的吸血鬼王，從此，高中生韓昭明的日子就是不停的貢獻脖子、貢獻鮮血，和各種翻滾碰撞的體力活。
「我喜歡看人們求我，跪下來求。」吸血鬼王這麼說，「那能讓我多吃一碗飯。」
——那你去吃飯不要來吃我啊！
韓昭明求助同班同學米樂，本以為米樂是吸血鬼獵人，一定能助他脫離苦海，沒想到米樂是吸血鬼與人類的混血兒？
——靠！你們都是自己人啊！
吸血鬼王是個妖豔俊美的少年，他身上有緬梔和玉蘭的花香，韓昭明腦中的警鈴大響，卻還是和他從廚房地板滾到了房間床上……
——淦，怎麼辦？",58,5
32,顛覆童話(01)翠狼與紅帽,奇幻科幻,完結,744,85,1,,https://mojoin.com/novels/2457,"從遇見妳那天開始，我的心臟就只為妳而跳動。

四年前，被同伴背叛而逃進死亡森林的迪諾，
在幾乎放棄希望的時候，遇見那名改變他一生的少女。
為了報恩，迪諾開始尋找她，卻始終沒有任何收穫，
直到傭兵公會帶來的委託，讓他重新燃起希望。

亞特賽斯大國外的森林，有個傳說，
一名能夠實現任何願望的魔法師居住在此，
這個傳說帶給翡翠相當大的困擾，
也給她再次與少年相遇的機會。

從前有隻狼，吃掉了無辜少女的奶奶，
狼被路過的傭兵殺死，卻無法讓少女止住淚水。
──因為那並不是故事的全貌。",336,5
33,遊戲結束之前01–依存禁止–,奇幻科幻,完結,785,68,1,,https://mojoin.com/novels/3782,"生存守則①：絕對不要相信任何人。

高智商玩家╳偏執系犯罪者
殺戮、生存、信任、背叛，歡迎一起加入這場死亡遊戲──

意外收到尋人委託，左牧被迫登上無人孤島，參加一場隨時會危及性命的死亡遊戲。黑暗中的莫名耳語，無處不在的詭異窺視，當殺戮變成唯一選擇，只有遵循規則，才能獲得一線生機。

而參加遊戲的第一步－－「左牧先生，請先找到你的犯罪者搭檔。」",336,2
34,這樣的學園，沒問題嗎？(01)墜入學園的兔子,奇幻科幻,完結,309,56,1,,https://mojoin.com/novels/3222,"「妳的夢想是什麼？未來想成為什麼樣的大人呢？」
梅悠握緊了手中的志願選填單，大聲回答：「我不知道！」

對於胸無大志，未來志願一片空白的梅悠來說，要決定大學的志願簡直比登天還難。但不知道是誰和她開了天大的玩笑，居然把她的志願盜填了，而且還填上了異界魔法學園啊啊啊！

隨著放榜日到來，麻煩也跟著接踵而至──

先是氣勢直逼撒旦等級的直屬學長找上門來，接著被迫參加緊張刺激的新生訓練……白值測驗、魔法石測試、商店街大採購，還有璀璨絢麗卻暗潮洶湧的資助人舞會！

在舞會上，梅悠差點落入壞心公爵手中，幸好被神祕的貴族青年柯爾所救，兩人還簽訂了為期四年的契約。

天啊！這麼亂來的新生訓練，這樣的學園真的沒問題嗎？",213,5
35,輪迴轉生物語,奇幻科幻,完結,0,0,0,,https://mojoin.com/novels/900,"第一卷：起點 身為地方貴族的達哈克，為了挑戰自己而踏上了冒險者的生活。 在經歷過第一次成長(升級)後獲得了不屬於自己的記憶，並為了達成記憶中人們未完成的遺願而開始了旅程。 ───帶著過人的天賦以及失落的知識，踏上旅程的大少爺冒險物語正式開始！

----------

第二卷：友人 在被迫接下救援隊的委託後，達哈克、雷昂與黛潛入了迪拉米斯迷宮，並正式的與探索者公會接觸了！ 除此之外，在迷宮之中邂逅了前世友人的達哈克會做出什麼樣的冒險呢？ ───邂逅前世友人與得到助力，踏上旅程的大少爺冒險物語還會持續下去！

----------

第三卷：啟程 成功成為冒險者後，達哈克贏了與前世友人的打賭，選擇了離開迷宮去增進自己的道路，接下了商隊護衛的任務。 但路途開始沒多久，就遇到了魔物潮導致商隊不得不轉換移動路線，選擇在附近的村莊暫時調整狀態。 ───詭異的空村、新的同伴、與前世加強的連接，踏上旅程的大少爺冒險物語第三章，請繼續期待#",512,6
36,極北的伊蓮諾亞,奇幻科幻,完結,20,0,0,,https://mojoin.com/novels/634,"她是伊蓮，也是諾亞，她和其他弟兄們一樣，是貴族們眼中，沒有進化資格的人類。
他們是貴族的奴隸，更是貴族們彼此切磋的道具，命如螻蟻，不值一提。

從小，她就常常夢見一個詭異的夢，夢裡面的世界，沒有貴族、沒有階級、沒有怪物，只有美好的食物、歡笑、淚水──還有「她」，那個教她許多知識的快樂女孩。
因為那個女孩，她知道遙遠的彼方，有個璀璨的世界，讓她無比嚮往；只要活下去，總有一天，就會得到自由。

他是貴族，是新食物鏈最頂端的存在。
壽命、知識、財富、資源……他擁有一切，卻視之如敝屣。
所有的一切都無聊至極，但他為什麼還活著呢？
為了義務？為了延續？為了自尊？
對了，說到延續的義務……
他最近在自己的領地裡，難得發現了有趣的事……
有隻小小母老鼠，跑到男人堆裡去了……",314,3
37,撿到裸體幼女的二流冒險者,奇幻科幻,完結,365,0,0,,https://mojoin.com/novels/3632,"就算只要登記就能成為冒險者，可如果不是冒險者世家出身的可不會被認同——畢竟這世界可是世襲制。
經歷了被人藐視度過的三、四年磨練後，沒有冒險者世家背景的我——戴斯總算被人認同登上二流冒險者的階段，只要再找個老婆成家就有可能成為真正的一流……只不過這還遙遙無期。
當我像往常一樣出去城外冒險討生活時，卻意外發現了一名黑髮的裸體幼女……？
在設定真實豐富的奇幻故事背景下的異色養女兒故事就此展開！",24,6
38,娘化魔王的我與傲嬌勇者的兩三事,奇幻科幻,完結,280,0,0,,https://mojoin.com/novels/637,"因為母親的獻祭，讓年幼的我覺醒了前世的記憶，屬於特別者的印記，也因此躍昇成魔王的標記。

不過、當魔王什麼的也太無聊了，決定了！
我要甩鍋，將這件麻煩的事情甩給別人！
與我同樣擁有印記的你，接受我的贈禮吧！
禮物是這個世界的一半（魔王的寶座）！",512,6
39,來世，還要再當妳的貓,奇幻科幻,完結,111,0,0,,https://mojoin.com/novels/3611,"生命，是會輪迴的。
下一世便能成人的九世貓，在即將逝世的雨夜裡，遇上了她落魄且智商不高的新主人--瑜芳。
本以為這一世能過上普普通通、輕輕鬆鬆的貓生生活，卻在新主人的窗邊遇上了來自冥府的陰差。

「你是來帶走瑜芳的嗎?」望著烏漆摸黑的陰差，我問。」
「不是。」
「那是來將我帶走嗎?」
「......也不是。」
「葉瑜芳，陽壽未盡，卻靈魂離體，屬於重度看管對象。」

這時我才知道，由於瑜芳爛到不行的桃花運，導致她曾經有過孩子，並親手將他流產掉。
他喚那孩子，「豆豆」
這一世的我，也叫「豆豆」",93,6
40,以世界為煙花，許你一場盛大的告白,奇幻科幻,完結,1040,0,0,,https://mojoin.com/novels/3626,"神的告白一定要這麼浮誇嗎？
究竟要毀滅世界多少次，才能讓你知道我愛你？
這年頭，毀滅世界都比告白容易多了……",392,6
41,台灣勇者協會T.G.G(01)勇者襲來,奇幻科幻,完結,1029,21,1,,https://mojoin.com/novels/3566,"我，原本是一位很平凡的國中生，明天開始就是位很平凡的高中生。
是的，原本應該是如此。
但我一時好奇，一不小心就在自動販賣機前轉職成了魔王。
是的，就是魔王，一種沒有勞保的無薪職業。
等等……自動販賣機？現在ＲＰＧ或小說的設定有那麼無腦嗎？

從那一刻起，我的平凡生活離我而去。
台灣勇者協會、恐怖大王、台客戰隊五人組、智慧三十點的美少女勇者、夫族的蘿莉狂戰士、惡魔學姊……等、等等！什麼跟什麼啊！

不管這設定有多腦殘，但我成為魔王似乎是項不變的事實。
至少，我知道，我所熟知的世界已經離我而去了。
事到如今，不論我願不願意……

我與台灣勇者協會ＴＧＧ的戰鬥會一直持續下去……",244,5
42,帕安卡之鎖（The lock of PerAnkh）,奇幻科幻,完結,1450,0,0,,https://mojoin.com/novels/595,"埃及X祭司X魔法
全系列完
封面／微靈
* * *
❅如果這千年的懲罰是我的宿命，我願意困在這永生永世的輪迴中。❅

柳映雪原本是一名優秀的準神殿祭司，卻意外被分到受人譏笑的阿努比斯神殿。
在神殿中，她遇見了兩名與眾不同的少年。
賽洛人帥又對她很好，使她不禁深深迷上。
努比神秘又溫柔，卻總是帶給她似曾相識的感覺。
徘徊在這兩名少年之間，令她困惑又不知所措。
然而她也無暇顧及對兩人的感覺了。
因為一場更深沉的陰謀，已經漸漸地浮上了檯面……

✜♦☼♦✜——✜♦☼♦✜——✜♦☼♦✜——✜♦☼♦✜——✜♦☼♦✜——✜♦☼♦✜

第二部 失落的神殿

「我聽不見，聽不見神呼喚我的聲音……」
阿努比斯總是無時不刻保護著我，對我呵護備至。
他說我像玻璃，彷彿一捏就碎，消失不見。
我想告訴他我並沒有這麼脆弱，但面對賽特接踵而來的攻擊，我才明白，一個失去魔能的祭司根本和普通的人類沒兩樣。
然而，我真的就只是普通的人類嗎？
我到底是誰，千年前又到底發生了什麼事？
而我和阿努比斯之間，又到底是什麼關係……

第三部 沙之聲

「請你們……一定要幸福。」
急欲喚醒班塔娜納的賽特不但奪走了映雪的神核，連阿努比斯也不放過！
失去力量的阿努比斯性命垂危，甚至有可能再也無法在人界化型
最後倒數的鐘聲已經響起，祭司們只能憑著自己的信念向前行
面對被打破的生死平衡，映雪只剩下一個抉擇
一個犧牲自己，導正一切的終極犧牲……",152,6
43,怪異幽冥尋物所：您今天遺失了眼睛，鼻子，還是人生呢？(01),奇幻科幻,完結,182,39,1,,https://mojoin.com/novels/2953,"歡迎光臨，這是委託率百分百的尋物所。
只要是有什麼難以解決的事件，進入本尋物所，就可以心想事成……才怪！

笑顏常開，萬年紅圍巾不怕熱的爽朗大學生。
流連酒店，喜歡甩著金色風鈴，看似流氓的待業青年。
看似正太，宅在家裡需要嗷嗷待哺的電腦通。
居住在一起的怪異三人組，各自擁有不為人知的特殊能力，譜成新的都市傳說。

「委託到府，使命必達──在那之前請給我好一點的委託人！！」",9,5
44,蜂舞(01)術士再臨,奇幻科幻,完結,121,67,1,,https://mojoin.com/novels/3258,"咦咦？重生已經是世界的新潮流了嗎？
怎麼才撞一下車，我就被撞回七年前？
不過就這麼回到以前也不賴，這時候的爸爸媽媽仍舊健在，一切的錯誤還沒展開，所有的事情都可以從頭再來！

前世的方宛是一名職業玩家，重生後更是擁有「先知先覺」的優勢！
看她如何運用對遊戲的熟悉，在「異域」裡頭混得風生水起！",502,5
45,反方向攻略史上最大的地下城(03)魔族村落的復仇血戰,奇幻科幻,完結,1370,12,3,,https://mojoin.com/novels/2853,"轉生進入異世界這麼長一段時間，
終於來到必經場所的冒險者公會了！

接下來就是註冊成為冒險者，
接受任務賺取賞金和經驗值，
努力提升等級累積攻略奧爾菲雅絲大迷宮其他區域的資本。

儘管如此，世事總無法盡如人意，
首次承接的第一個任務就引導向了最不想遇見的人們？",173,5
46,妖怪料亭01,奇幻科幻,完結,196,0,0,,https://mojoin.com/novels/3744,"記憶消逝在錯落的光影之間，我們卻依然故我地追尋著寂寞的意義──

「我接觸過很多妖怪和神祇，但我不知道他們為什麼存在，又為什麼消逝。」

高三畢業的暑假，無所事事的林隱逸回到了寂寞隱世的玉溪小鎮，邂逅了那個穿梭街巷之間、神祕清冷的少女──姚令瑄。她的出現，讓林隱逸平靜無波的日常逐漸漾起漣漪。

一人一鳥的午後絮語，靜謐夏日的點滴故事，座落小鎮一隅的食堂，讓人與妖的界線不再如此分明；光怪陸離的世界如畫卷般鋪展，越來越多的細碎往事一一浮現，而在她身上，似乎隱隱傳來讓他難以言明的熟悉悸動……",423,2
47,反方向攻略史上最大的地下城(02)成為召喚勇者的人們,奇幻科幻,完結,1814,12,2,,https://mojoin.com/novels/2850,"夥伴增加了一位龍種公主，話雖如此，艾維斯攻略地下城的進度卻沒有因此變得順遂，反而為了討阿芙拉的歡心，不得不更加地勞心勞力。

當兩人終於抵達上層區域的時候，阿芙拉的任性妄為卻變得更加劇烈，吵鬧過招不成，竟然在路上撿了一隻魔族，打算養起來栽培成將來的過招對手……所以說，真的要養嗎？",173,5
48,末日與我無關,奇幻科幻,完結,63,0,0,,https://mojoin.com/novels/591,"地球突然遭受「同化體」襲擊，唯有伴隨而誕生的超能力者才能夠對付，即使如此，長年的戰爭下來人類仍是節節敗退。
讓世界得以殘喘的，是僅僅一名世界最強的超能力者，讓人類數度挺過難關的英雄，如今卻拒絕繼續出手？
少女與少年，在末日中必然的邂逅，等待他們的未來是……",421,6
